id,comment,score
UgzTYYm2yHeTwtiPXhN4AaABAg.9ccFzmjNkIf9ccGrxM60hj,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only ,99.39
UgwrX0UiE6QS6kwFAt94AaABAg.9ccFrns7ltf9ccH-oDI4Zn,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only ,99.39
UgzyaQc5PURvp5FXylZ4AaABAg.9ccFnI5Fi_B9ccGLbt3t-4,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only ,99.39
UgyMLv_pvhRND-P4_Hl4AaABAg.9ccFlnuN0CX9ccGOIxV0AH,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only ,99.39
UgyUKuwa1vm9xxeeHMd4AaABAg.9ccEwtOCNe69ccGTJJobAP,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only ,99.39
UgylrNIyYCKWa4C6Utl4AaABAg.9caqPwQpS5A9casCgC1FMx,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only ,99.39
Ugxu8wwuL2GY80f9Wy54AaABAg.9ccE0e_lmg19ccHQzplHuM,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only ,99.39
UgzH-nCjLbMFhqCMpWZ4AaABAg.9ccDhWgXzwU9ccHWT4flTA,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only ,99.39
UgzCYC9bWgkAmw4SWel4AaABAg.9ccDaQ_J4Pg9ccH_iJZ-1d,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only ,99.39
UgxdweQf8zur0EcigmB4AaABAg.9ccCzfj9Y9s9ccHcQBuYM-,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only ,99.39
UgzABggmRwsfAqiWKjh4AaABAg.9ccCgoyTM279ccHfjPHzsS,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only ,99.39
UgzcyQkovp84xsJnadF4AaABAg.9ccBRHHCqFP9ccHklO9dHe,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only ,99.39
Ugwpd75BifozanpdA1N4AaABAg.9cag4AbtrcT9cagkmRKpSM,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only,99.39
Ugy2ugvhccXFx0UOI8N4AaABAg.9castt_Spt89cat33Jne2u,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only ,99.39
UgzDhnLISN_l9j3U06Z4AaABAg.9casH2918i29cascFMBllm,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only ,99.39
UgytjflgzoTS2j0GT2B4AaABAg.9carDvGA4rO9casEFWZEz7,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only ,99.39
Ugy-_OeCc7mZuHKiwaR4AaABAg.9cagMRfxUWE9cagh8DaWXL,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only,99.39
UgxcOOqbGrPS94hTt7V4AaABAg.9ccGkC06DMS9ccHAnWiGyJ,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only ,99.39
UgxUwnZaaJ_EekePQ594AaABAg.9cabYa4TMPR9caidSd_G16,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only,99.39
UgyqS-MER8UH9LP3rDJ4AaABAg.9cadm3iFxzm9caiMs3vtKR,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only,99.39
Ugw65O-HRWG7Qza2L754AaABAg.9cackil2gg49caiXRyAPov,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only,99.39
UgzgezypjCPK-ORgnBh4AaABAg.9cacxrmBFFS9caiVhjqWnF,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only,99.39
UgwBIzk7DvUf_97yQhR4AaABAg.9cabi1tldmK9caiayD-PuB,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only,99.39
UgxeMi_RoBL90zavF2N4AaABAg.9cadPe-ks--9caiQVFd-uZ,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only,99.39
UgyXoQ2aN5_OpJQ8i314AaABAg.9cadSss-hyk9caiOhi9Pnm,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only,99.39
Ugy2dI10zRWVitVzxYd4AaABAg.9caeWGWzLlv9caiKx7sMGg,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only,99.39
UgwJt76ZXMlJwtBDqEZ4AaABAg.9caf2Yt5QL69caiIigj07n,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only,99.39
UgweHTTHqFwEEXRaCJR4AaABAg.9cafGFg9LJY9caiG0RbXsS,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only,99.39
UgyN7GvpYxEebIKXHKZ4AaABAg.9cafK9faDa39cai65sYAJC,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only,99.39
UgyXyCQ2dNp2G3AHn7h4AaABAg.9cafisMMnCu9cagu0OCKOy,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only,99.39
Ugznx28OctxxnEF6rDx4AaABAg.9cafx_w8pk-9cagoDZSxy9,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only,99.39
Ugz-BB-u3isW7vLha9B4AaABAg.9cabk9DbYEr9caiZzZZcit,Thanks for watching and leaving a comment  you have been selected as a winner Dm me to claim your prize on nicegram only,99.39
UgyBk6LdK0Pw-ygboLR4AaABAg,I must say! I really appreciate subscriber click animations with up to date subsciber counts,99.33
UgyVy0mWEa1InKKT4bh4AaABAg,just iphone look with transparent back and without notch,99.22
Ugxx9Ds7HJXl1a2XEfh4AaABAg,You gave them free business advice,99.18
UgwpHdWNba1eEWD8aOh4AaABAg,They told u u cant talk abt software ddnt they? You sold out,99.02
Ugx739M3ZfkPEgqfoS94AaABAg.9c_GASSNKTy9duFqn5KnMy,"@Dubsido wowee you gottem good. attempting to call someone out for commenting on YouTube by commenting on YouTube when the original comment was also a comment on YouTube. makes sense. 

also you keep replying to people in this thread lmao",99.01
Ugxs-QCKMdUWUlB8Kn94AaABAg.9cXu8fagsDs9cYDzPlacyy,"@DC sorry i was replying to your first comment, which mention someone who agree with the another person about the phone is just an iphone clone",99.0
UgzC4RNNT2F8VjXG1Ld4AaABAg,Please tell me you've got your hands on this for a full review!,98.98
UgwcrpwO3Lb_cc1VoJV4AaABAg,Give it to me already I got my 13ProMax to give,98.96
Ugx2gw7bHrIBvpWo3ZB4AaABAg,"i assume the screen has some really strong material, because in the first week it would be full of scratches in you leave it with the back cover up in order to watch the lights!!!",98.96
Ugzt4LybAwTPumToEER4AaABAg.9cj-8x2qXKx9cj4An9_B0D,"Congratulations you've been shortlisted for a prize!!! Send a text to acknowledge your prize
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^",98.93
UgzV2X7CwwhVynPqEgt4AaABAg.9cj-YCNBivs9cj4A0Nx2uY,"Congratulations you've been shortlisted for a prize!!! Send a text to acknowledge your prize
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^",98.93
UgyY7xuXsbYjhTeu0OB4AaABAg,"Give this phone to an average iPhone user and telling them that this is iPhone 14
They would believe",98.92
UgwsJZRe3iF1w5bpR3p4AaABAg,Wanna download its ringtones. Some one please share a link.,98.86
UgxRMT2tECYMFb3jXkl4AaABAg,Gift me that phone please!!!..,98.84
Ugz_LlIiUbUDUw84ldR4AaABAg,"Mostly we get Whatsapp calls, still led works for whatsapp or Teams or Instagram or etc?",98.81
UgxrtjFk9xVlZ946Sbt4AaABAg,"These guys must really think we look at the back of our phones alot, ps: we don't",98.61
UgwJKz9od2hEEgQlhNp4AaABAg,"You know, there is another way to look at your phone and know who's calling. By looking at the screen.",98.57
Ugxiu27YdzomNXe1y114AaABAg,They copy iPhone by the camera iPhone is good but also not good phone Samsung Galaxy S10+ is better phone compared to iPhone XS Max,98.57
UgwI-3IxFBD_elZbRXB4AaABAg,Please take my money.,98.54
UgyjsyujNNOHit7LzwR4AaABAg,iPhone 15  be look like.,98.51
UgyzXNsGA92JzHQE5Od4AaABAg,iPhone look a like.,98.51
UgzHom5LE_R2maQBwXV4AaABAg,this is what the iPhone should look like,98.51
UgxPwfto5qYSdnJDCxB4AaABAg,why does it look like an iPhone?,98.51
Ugy27KWoXIJaLl1HpUJ4AaABAg,but why it look like a iphone,98.51
UgybiEaxkXumJpIwHBR4AaABAg,"Sir, would you give me money for fun? thanks
ps. im broke af, so please?",98.47
Ugyr1dSKfAxSnmsthrN4AaABAg,Hey MKBHD wanna know about software and os more,98.34
UgyyyvCoy0gxbQZ6N-V4AaABAg,hey samsung look at your video,98.21
Ugz53o7rZ8dtHaaSgH14AaABAg,I look forward to nothing,98.17
UgzRIJcJlV8XijoN-U14AaABAg.9cYeLHOlRIG9cZAojYYcCA,"I was hoping they might be able to do multi colored LEDs, sort of like a gaming phone, but with different colors, imagain being able to have Blue for Twitter, Pink for Instagram, Red your Youtube, or combinations of that, such as a back light dot (at the dot of the !) that changes colors to reflect battery life left",98.11
UgzSY-Vc4COopXiNO7N4AaABAg,please giveaway ,98.08
UgwhFndcHCtEefJFpdV4AaABAg,the back look like an iphone,98.08
UgzE2xmVtL8kfYWrbl94AaABAg,what does the dbrand skin for this look like?,98.03
UgyA3btisnBNwWIxWHB4AaABAg,"Thanks a lot for the info!
Really appreciate it!",98.02
UgxeZkz6tjn6RPRpTAl4AaABAg,what's the site?,98.0
UgxNa27r8bcT5iMZCi94AaABAg,please upload latest what's on my phone 2022 edition..,97.96
UgwttVhjA5kFgvYdMj14AaABAg,Please 1 phone gift me I am indian,97.89
Ugx9iG708fLb8aIHeHx4AaABAg,Hi Sir can you please give me a vivo x80 pro phone because I have no phone I'm using vivo v5 ..please help me,97.85
UgwQ5SIAHmoIHNAb3Ed4AaABAg,please be less than $499 please be less than $499 please be less than $499,97.85
Ugw3NBQvJudEfjBT41Z4AaABAg,Any people on site's said this mobile software near of the software android stock and when this mobile have  software like this that's impressive,97.7
UgwHdl6W1nTAJ52OEWh4AaABAg,It's look like iPhone 12,97.66
UgxCrTtRcV8eNOPnbQ94AaABAg,It look like iphone 12,97.66
UgxbHFueZAfm8QXdVfV4AaABAg,It's look like iphone 12,97.66
Ugwel5yyGRPi7YV_iaF4AaABAg,Finally an iphone with type c,97.65
Ugxm5PU0LWl6O6Q-eFt4AaABAg,Finally an iPhone with type c,97.65
Ugxn-EzE1S7eKFk-uid4AaABAg,It's an exact iphone without the notch,97.62
Ugx-iQXwJDGTA0PKCTJ4AaABAg,Bro I am subscribed please give me a nothing phone,97.62
UgwR3xprHSDmVXf_-QB4AaABAg,"Just for the Iphone look I would give it a try if it is stock-like android, but this smells like OnePlus all over.",97.6
Ugz8No6RRJMZZ_7GFC14AaABAg,Marques Brownlee please help me our with this please,97.58
Ugx-b07hbOXl7KdHYet4AaABAg,Review please,97.57
UgxBWDbVpY1WxJXhclJ4AaABAg,"Any one want to earn 500-1000 perday without any investment


Reply me for telegram link",97.55
UgziuOJa6w1X_jrZdTh4AaABAg,So iPhone 12 will look like this without the apple logo.,97.54
UgyJNPX2lTHckP2onkR4AaABAg,"""so, we live in an age""",97.52
UgwlnUvhw0-BrtAA2Ix4AaABAg,Welcome 2022 we look at back of the phone more than the front of the phone,97.51
Ugyqmd46_Lelq5grPrZ4AaABAg,"Hey MKBHD, I've been a follower to your channel since 2mil sub, and I would love to see your review on the Infinix Note 12 G96
and should you recommend buying it or not. From the Philippines with love.",97.51
UgwO9c1FZCO3uaZvmGt4AaABAg,nothing phone 1 would really look dope in black colour!!,97.45
UgwEokLfk1X_xatkHTp4AaABAg,"I won't be buying that phone because everyone I know with an iPhone would just say ""couldn't afford a real iPhone huh?"" which would get on my nerves.",97.44
UgzRqUWvPduDZnbuEJZ4AaABAg,Mr. Nothing.... TAKE MY MONEY,97.42
UgwUSBB0b-xsSGHxmTV4AaABAg,"Will this phone sell through providers like ATT , T-Mobile , Verizon etc ?",97.4
UgxR8on_eOvNh48F3wl4AaABAg.9cXuRUVVAVb9cXuwIO6qov,"@Don't Read My Profile Photo Don't worry, nobody will.",97.4
UgynRjK-pljC3oD8utZ4AaABAg,*I just wanna know how Marques T shirts always all seem SO CRISPY & BRAND NEW year after year. . He cant wear those shirts more than once on camera?*,97.34
Ugxg2td5ZoxH8cjP8pN4AaABAg,take my money already.,97.34
UgxctkOpmAbtov_eUVJ4AaABAg,"In the end, customers will prefer a reliable phone. iPhone is famous primary because of this. It's ecosystem is the secondary reason for its fan following.

Nothing should have its primary focus on software reliability.",97.31
UgyBFz2kYD7EDeEXArx4AaABAg,Please do a review on Poco F4... You should try this...,97.3
Ugy4qHalkDjhbE-oHF94AaABAg,i know where LG  employees went. If you know you know,97.27
Ugx272NfGnqY1e_SPVV4AaABAg.9cmjWjhkUoP9cmk2ZeFxOa,"Also the phone doesn't look 'different'. It looks EXACTLY like an iPhone. Another chinese iPhone clone to add to the pile.
There are companies who are pushing the envelope on mobile device design, Nothing is not one of them.",97.25
Ugz07jHFaaSJD02x8894AaABAg,It's my birthday can you gift me iPhone,97.22
UgyUKuwa1vm9xxeeHMd4AaABAg,Please show some photos which u shoot with this phone,97.21
UgwNxPjpMxD6LkRma694AaABAg,Maybe they make a covercase that complement the LED feature? Might look dope,97.21
UgxntkN3mGHWeKuIH0Z4AaABAg,only if it had 3 cameras everyone would think it's a customized iPhone,97.17
UgwsT1c6A16p-zi_6Ct4AaABAg,Really really really nothing,97.15
UgyGpzrYD-C3QmzSXyp4AaABAg,that is literally an iphone 12 and everyone will think it is an iphone 12,97.14
Ugw3J3aFIOGixq6E0ih4AaABAg,It's a Android phone in a iPhone 12 chassy ,97.11
UgyMoKu5l9zZP_cCgK54AaABAg.9cXvHPjewvt9cYAf61DmEd,we're not going to check out your channel,97.09
Ugx20wWvXCKfyxdnApB4AaABAg,"I see a cat on the back ... Or is it just me .
Well for the phone, it would depend on the initial release price.... ",97.07
Ugwbu51eejFGFyVTsaJ4AaABAg.9cY7FMx3Akw9cY8dlL0kII,@Fantasytky please no,97.06
UgzUC7Xw9DXZYWuOm9Z4AaABAg.9cXukKkG1c_9cY-P8BXoWH,"@Selfproclaimed Nobody ??? ,its on google play now",97.04
Ugw5TovfKIYEXzetRTp4AaABAg,If it's a small size 5g I'll look into it,97.03
UgzXSfHdmgVmCTQ25G54AaABAg,hmmm if there's 256gb below the price of 128gb iphone se 2021 im in,97.02
UgwurV9aernbYH3nNXh4AaABAg,"Well, this phone has the same construction as a iPhone 13, so its not really new look",96.99
UgyAwq0ePDXJpMtw7cp4AaABAg,MORE TRANSPARENT TECH PLEASE,96.97
UgydZgMaIr1vbo5dj_B4AaABAg,Target 201 Subscriber. Plzzzz help ,96.92
Ugy22Otr51m85TIUw6p4AaABAg,this is what the iphone screen should look like ..,96.89
UgzHeqdgpuX_qXcJZtB4AaABAg,so finally we got a phone for Hearing Impaired people exclusively...,96.88
Ugz4GwsVwDIac60NFWd4AaABAg,Nothing phone give away please,96.81
Ugy2VgYodP2D25Ehmyd4AaABAg,I look forwards to nothing from this phone.,96.8
Ugwr_r97V1-SSPxCNM54AaABAg,personally i don't think this phone will get anywhere,96.79
Ugwg6FQvauxfZpPJIqh4AaABAg,LEDs look dope,96.77
UgyBGJh2mUcuRnBzr1Z4AaABAg,FIRST COMMENT ,96.72
Ugw0EJeV-OOmAP-GMXZ4AaABAg,First to comment,96.72
Ugxdkl8VLedVKolS8y94AaABAg,First comment,96.72
Ugzdg7unF0ICb3xP_k14AaABAg,First comment,96.72
UgxjZEPTuBz3cpf6VZN4AaABAg,I would give it a try,96.7
UgzRahtpxCoY6MfaK4l4AaABAg,Price ?? Tell me please,96.64
UgyMbOjMWFa_2SRprO14AaABAg,Please tell price,96.64
UgwW4hLtVWsBYDjykc14AaABAg,looks like iphone but with type c take my money!!!,96.59
UgxHKDP4dQtutYvqYUV4AaABAg,SHUT UP AND TAKE MY MONEY !!!!,96.58
UgyMO98awygujWxTq394AaABAg,Commenting for YouTube algorithms,96.58
UgxVaw9qVmv9Ew96kmV4AaABAg,SHUT UP AND TAKE MY MONEY! ,96.58
UgyNe97zdG-oTFKQANZ4AaABAg,Another Iphone android clone,96.56
UgxiwILpX1kan1JmqL14AaABAg,Please tell me camera experience of nothing phone & their price,96.54
UgxwGPYwutCMD5dyG-t4AaABAg,iPhone with dbrand skin on the back,96.54
Ugyn17EZrM2i3sO-CqF4AaABAg,Sorry this is only the back of the phone and i am already in love with it  can't imagine how the os and the other features will look like..must be also dope!!!,96.53
UgwouRSim1Jp7iMBGLp4AaABAg.9c_Tkh9vnlS9cdHkeVj-FU,the ringtones and customization do give me a fresh vibe that I feel like reminds me of back when I'd be really into modding my phone or excited about new tech in a different way,96.52
Ugx9WXUV9RAcMCqWSt94AaABAg,"If the software and cameras are dope, you can take my money ",96.52
UgzhtDCzUC7vtIEaD8J4AaABAg,Gift me i give you quick unboxing ,96.51
UgyDXb_9bqWQCAEv3Gp4AaABAg,another sub-brand from BBK?,96.47
UgxAKJUCCVKvjC2uqvx4AaABAg,To get an invisible phone for free all you have to do is hold out your hand and now you are holding your new phone!,96.45
UgyQ8nrSzz1IOtPyeCF4AaABAg,I would love to see this phone with a black option and with RGB LEDs so twitter would be blue and Instagram would give the glow of what they have for the icon background I think that would make it better and more interesting than just white phone white LEDs,96.37
Ugwr0j6hR1xNxTPWzkF4AaABAg,in will smith voice: TAKE MY FUC KIN MONEY,96.3
UgwG6CPO011TT80j7PN4AaABAg,price and processor please,96.26
Ugz-vmIdAufZ-RjX5Hh4AaABAg.9cXv2JnrrKC9cY-QAqt3Ph,@Don't Read My Profile Photo we won't don't worry,96.26
Ugz-iFi_8Zxhf4XjKUl4AaABAg,Should be able to choose different colors for the back of phone notifications.,96.26
UgypRi19AcmDZdHRZRN4AaABAg,"""We live in an age""",96.24
UgwQNAuOBT4i0PUh-Xx4AaABAg,"First look is... interesting. Also, this ability to distinguish events on your phone could be a game changer with people with certain impairments.",96.18
Ugyj5LwfSTKrBv64k8t4AaABAg,"My friend - ""hey which phone you are currently using"" 
Me - ""nothing""",96.13
UgxrnKzPAt-XE-IEVnx4AaABAg,"woot! Check out 1:32, there's a typo in the labeling!  MODLE: A063",96.07
Ugze7adz9iI5scXLVO54AaABAg,Is it eligible for to play the game,95.99
UgxBR68B9l72iokORUh4AaABAg,"Nothing has refined what Dope Tech means from smartphone view! This being the first phone from Nothing, i am EXCITED to see where Carl is heading with the company. Especially, when he has now free hands and UI knowledge!",95.98
UgwhgFgRXJNZ5X9IScB4AaABAg.9cXvgzdLFc_9cZeDke4R9J,People have copy pasted this text comment on other channels,95.98
UgwDJ-Y7AGbHCGhRO194AaABAg,Give us a gaming review?,95.94
Ugx1eFFYOyPjC5v6jDR4AaABAg,I thought this phone isn't supported in NA? It's listed on their website it isn't fully supported in NA and no NA carriers are listed on the supported carrier page...,95.93
UgywVasZByTmfB8P4mp4AaABAg,Have anyone seen iPhone 12 without a notch..???,95.9
Ugz-dYjU-f138wxey_Z4AaABAg,i am really excited,95.89
UgyZMwIlhCc6gjz1Cdx4AaABAg,And then you unlock the phone and you have Android...,95.86
Ugw1UGkHHcep4YxJKgB4AaABAg,It doesn't look different,95.85
Ugx1KCbfz0QjnbMIPpp4AaABAg,When iphone and andriod make a baby,95.84
