id,comment
UgwxDw3c3NXRALk0WGl4AaABAg,"So do you believe the US never should have gotten involved?  Are you suggesting the lives of South Koreans would be better today if the US had simply allowed the north to unify the peninsula under communist rule?  You also suggest that the US should not have suggested a dividing line after WWII; however, you don’t address what would have happened to the southern peninsula had the US not done this.  Is it possible that American intervention made the best of a bad situation?"
UgwxDw3c3NXRALk0WGl4AaABAg.9ha_AjUWdEX9hapKOtQSk4,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
Ugyn86O3r8M3jg6PB3x4AaABAg,oh god this gave me a whole new perspective on the conflict wow
Ugyn86O3r8M3jg6PB3x4AaABAg.9ha_9wi9mA89hapLpJZP42,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgwYL5voN4eR9onhGpV4AaABAg,The DMZ is a crazy place.
UgzIsSS93XNCRDXiWVh4AaABAg,"Comming to you next by Johnny Harris: Opioid pandemic vs Covid Pandemic: which killed more Americans and which did big Pharma make more money off of?  
Please make it so!"
UgzIsSS93XNCRDXiWVh4AaABAg.9haPC41TLr79hapNn1qHNV,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
Ugw0cq-z1uNLo61Iap54AaABAg,"The North ""hates"" the US for the same reason that Russia hates ""Nazis""  The current regime keeps alive hatred for a long ago enemy in order to justify the awful repression that the average citizen has to endure in order to prop up the current dictatorship.   Seoul has moved on and prospered.  The North, under the dictatorship of the Kim dynasty, has not. North Korea has one of the worst life expectancies on Earth.  Look at the nighttime light map of the Korean peninsula for a stark representation between those that move forward and those that live in the past."
Ugw0cq-z1uNLo61Iap54AaABAg.9haNoOUmEu89ha_Qvu65XM,wrong.
UgwjhdrmYK7DYljGcSR4AaABAg,My spouse is active duty military we live in South Korea and every time North Korea decides to act up so Militery has to gear up and prepare themselves as if we’re going to war even if it’s just a test to see if we’re prepared we never know what could happen. People don’t realize how crazy it is to live right next to North Korea for the fact that we have to plan our escape in case of an emergency and leave everything behind if North Korea were to really start a war. It’s a reality a lot of people don’t have to go through that  practice of having to pack one bag take what’s important and leave everything behind as Americans we have to be here we’re not always welcome here. The American people don’t know everything I need to reconsider their perspective when speaking on topics of North Korea
UgwjhdrmYK7DYljGcSR4AaABAg.9haN7rpVVG99hapPOEJguV,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgwEE_EcN9Y21fWWDbl4AaABAg,Can you make a video explaining history of Sicily and the tension between Sicilian’s and Italians?
UgxhVOn1nimYN1nzSXd4AaABAg,"Sorry, I kinda laugh on the part of your grandpa while saying

*""And he's hanging out with the Soviet soldiers with a big smile on his face""* 
While at the same time, behind him is kinda like a grumpy Soviet soldier"
Ugzil78beLQXWhsKKsh4AaABAg,Because the USA are the most blood thirsty regime since the Uk
Ugzil78beLQXWhsKKsh4AaABAg.9haJwuKz4_p9hapShuLTab,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
Ugyo_Yr_wxbUmlWbQM14AaABAg,"Wow, I really loved this new perspective I always thought that the war was only between N & S Korea, and only the US was just there to balance the scale of power, but after seeing this video and hearing the people of the South don't even care nor bothered by the threat. it's more like US  propaganda against its old enemies and the remnant of the communist cold war era. that up to this day, doesn't move on and keeps on thriving from the horrible past."
Ugyo_Yr_wxbUmlWbQM14AaABAg.9haHzxk8g5-9hapTizWdW8,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgxLvISWRrF_rZBb0LV4AaABAg,"What an amazing and insightful video! While watching, it occurred to me how much you have improved over the years.. which I didn’t think was possible! 
Carry on bud"
UgxLvISWRrF_rZBb0LV4AaABAg.9haFq0rX43i9hapUs5WK-j,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgyCBdbs7bsB1CplNG94AaABAg,"The world is indeed a chess plate, but just for the powerfuls. 
For ordinary people, realizing the truth is already hard enough.
Thanks Johnny, your videos are really impressive."
UgyCBdbs7bsB1CplNG94AaABAg.9haDS46dI_q9hapbovORDf,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
Ugzvz6ZV9lfJ7EzkTWN4AaABAg,"So they fcked around and found out and are still sour about it. Got it. Notice when Trump was in office things calmed down because he was not scared. In fact,  Trump was the only president to step across the demilitarized zone into North Korea, disregarding his own safety and security, to show NK that anything is possible if you're willing to negotiate.... and now we're back to the globalist war hawks and it's back to SSDD."
Ugzvz6ZV9lfJ7EzkTWN4AaABAg.9haCyFI3FtZ9hapXBjYGZd,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgwxgQoJ96zJN4CxKA54AaABAg,"Apparently we never learn from our mistakes.  Now putin wants to do the same , with the same team players. Stupid , ignorant,  cruel and so insecure."
UgwxgQoJ96zJN4CxKA54AaABAg.9haATas36f59hapdBJF3fD,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
Ugx8TXxoDwDVoHlbs8J4AaABAg,"Let's be honest, you won the second you chose StepNoodls xD"
Ugw-kbfNXoC1bV2TZnp4AaABAg,Time to revisit the last 20 videos Johnny created out of his home office relying solely on western sources and documents written by decades of Anglo-Sax propaganda by going to each of those areas and learning with his own eyes and ears.
Ugw-kbfNXoC1bV2TZnp4AaABAg.9ha9KYgg_Bo9hapeHSLLQK,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
Ugyf8akVJaICkDWlIdZ4AaABAg,kim jun un was trying to get his get back🤣
UgyX7D8BSzhkxtTgEP94AaABAg,They know they wont survive if they get nuked
Ugw-VJPrSgcHrmfohzV4AaABAg,"Strange how now the DEM.WOKE PARTY
are using the same tatics to control our children"
UgzA7CG7D1JqaSzZjrZ4AaABAg,Great video Johnny!!
UgwuS5-y4_HpdEWUAjl4AaABAg,Same thing done by holocaust museums allows kids to see images of darkness been done to innocent jews by non jews thus creation of fear hate of non jews rite thats ware the north koreans got the idea
UgwuS5-y4_HpdEWUAjl4AaABAg.9ha03Y5VxrJ9hapgkzVQWa,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgxkcDzIsgbhFZ0grO54AaABAg,"He seems to have missed a few details.  Why does he think so many have been killed trying to escape North Korea?  Everything they earn goes to the government  for nuclear missiles.  THey are eating out of garbage cans.  THey have no money to buy food.  If they are caught reading a page out of a bible, they are executed publicly.  All the school children are required to watch all executions.  Those that escape to SOuth Korea and to USA are considered the lucky ones. Why has he not talked to the escapees?  Life for North Koreans is pure hell."
UgxkcDzIsgbhFZ0grO54AaABAg.9ha-UtS6QE69haphw9iEHV,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgxPf3E5VKLGEpZXctR4AaABAg,Korean girl near Starbucks is super hot
Ugww6cWBHP9x9C8oT114AaABAg,🔥🔥
Ugxqphvixo6k39qSu914AaABAg,"This is the Johnny Harris I know and like, you should do this about Ukraine and Russia and not just replicate what the USA media says."
UgzjgMwU9fBpO-I4d3N4AaABAg,We don't give a fuck who likes or dislikes us
UgyGab9OmxUoGAZgsNp4AaABAg,Thank you VERY much for this production Johnny!  It was great.
UgxZwHMOeblgljs0l7V4AaABAg,"Man, ""I have more evidence in front of me than I've ever seen in my life.""
Then, ""Let's thank our sponsors."""
UgwCneLY68WCAb7EZ_h4AaABAg,"I guess what shocked me most is that you apparently believe your viewers need to see/hear ""evidence"" to accept as true that the US and Soviet Union were allies/friends once.

If that it something most people would presume to be dubious or an outright fabrication.... God help us - we're indeed doomed to repeat history...

And - generally, this whole video presents like you've basically discovered that history is a thing... one that - OMG - doesn't just happen in the US. Like, dude, so... we, like, fought a war in Korea once... and they, like, OMG, have *an actual reason* to hate us... LOL... genius!

Last but not least - calling Stalin a Great Leader... very inconsiderate."
UgxJ6LtOQd9855LIkNN4AaABAg,South Korea was technically a dictatorship as well until Park.
Ugz257ZBIqJwp9Z6THh4AaABAg,"great video but I don't get how you call what North Korea keeps as a memory a ""propaganda"".. and how you make it seem like they lie. They don't, the US REALLY did the horrible things they say, it's literally shown in your video and documented everywhere. I'm Canadian, I love the US, but I know for a fact that the our neighbors REALLY like to start wars on the other side of the planet, which lead in MANY cases to horrible outcomes. How many countries have been destroyed, how many governments dismantled.. its sad."
Ugz257ZBIqJwp9Z6THh4AaABAg.9h_skxa3OGc9haplLvycmH,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgzqDIwfdeY7F56Yw754AaABAg,North Korea hates the US because of its direct experience with the US. It’s quite simple. We probably are the bad guys. 😂
UgyMcMVjpIzeIAWGBKJ4AaABAg,US outlets never bring up the fact that the US carpet bombed North Korea during the war and brought the country to its knees. I would hate America too if I was them.
Ugx28UC3qRpf45B3XYB4AaABAg,This guy still got the same beanie on every episodes.
Ugwp1aAFEGp5yyqw-Ah4AaABAg,"Doing this from SK and asking people their perspective makes this channel really hard to compete with. I look forward to JH videos, specially the ones that contrast history (which could come from other YouTubers compiling different sources) with real experiences. Thanks for this wonderful video."
Ugwp1aAFEGp5yyqw-Ah4AaABAg.9h_oPZ7oOFj9hapmRAOpzZ,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
Ugw-M4U7ByTngTI8mS14AaABAg,"It has a sign that say it's a bomb shelter, so how could they not know? The government may have waisted a lot of money on those signs."
Ugw-M4U7ByTngTI8mS14AaABAg.9h_nKjL8-h89hapoAI9Gyc,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgxAJH2ZdcG_qU__9i14AaABAg,Your videos and journalism is more transparent than any other history i learnt from college
UgxQCw80b2Mw6TDSYWJ4AaABAg,They didn't teach this part of history when I went to school.
UgzZuVsYje4B4W9XaQ14AaABAg,The sins of United States
UgwULVzJr2j5ryKaraJ4AaABAg,"Does anyone else think the shopkeeper who said he had no idea it was a bomb shelter was being sarcastic?

""I've worked here twelve years and never knew it was a bomb shelter"""
UgwULVzJr2j5ryKaraJ4AaABAg.9h_jFBaX0Zv9happEnk6ek,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgyLaa6Iu2YhEJc-CcZ4AaABAg,"Hey Johnny! I've been following your channel and work at Vox for a long time. Huge fan of your work and I too love maps and international relations. I think you should do a video on the Family Jewels, aka the National Security Archive at the GWU Gelman Library. I studied IR at GWU and this was one of my favorite little secrets about DC, GWU, and in the national security field."
UgyLaa6Iu2YhEJc-CcZ4AaABAg.9h_hQXV_0Ms9hapqLIMjUC,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgxJN7zXaGCPdR7Yo0N4AaABAg,Too much about Copilot.
Ugw_0LD-CfITi68ZKmV4AaABAg,"I have to say, it's not actually ""North Korean"" that holds their feud, it's the Kim Dynasty, a power-hungry family of North Korea. This family controls every aspect of North Koreans' life, in order to maintain their undisputed regime."
UgyeXYJPKMVHurjXLXl4AaABAg,"Everyone hates the USA because the USA doesn't comprehend the whole world hates it, something like that :)"
UgyFOdN4P3VrOV90nCl4AaABAg,Damn the USA should apologize
UgwL8tBOFntuC_iG0cB4AaABAg,"Crazy How it takes only one arsehole to destroy a country. 
Let it be Biden, Hitler, or Kim."
UgwL8tBOFntuC_iG0cB4AaABAg.9h_agEgrQ5j9haps2C-njm,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
Ugz_bn6ZEmIBniTcMoR4AaABAg,"So much drama packed in historical video. I just want to learn history, ffs 💀"
Ugwp7HgF5BEyhffQDpp4AaABAg,"So in your personal opinion if the US left South Korea
 Could they figure things out and get along

 I do live in the United States... And some of the things that I hear about North Korea are a little scary"
UgwVJ5shfndygTBiYeN4AaABAg,"I feel like the part about war concerns is basically any country ever when it comes to the normal citizens. I mean there were plenty of these types of videos in Ukraine making fun of the US saying Russia would invade days before it happened. Also when I lived in Guam, NK threatened to Nuke us all the time... no one cared or ever talked about it."
UgxQEbsCoAgujLT7QLR4AaABAg,Exmormon self loathing about being American 🙄
Ugyl-VxeaIBYiGqbECV4AaABAg,do you work for the PRK ? it sounds like there propaganda the US did this so we don't like them??
Ugyl-VxeaIBYiGqbECV4AaABAg.9h_QAkT368E9haptNB4s65,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgzIZCEDFgmt8KFwauN4AaABAg,The most destructive bombs in the world you mean a Kobalt 60 one?
Ugz62gle_JlMKj3kyRV4AaABAg,This video reminds me of the News telling me that I'm we're in a Recession and that I should be scared. I feel just like those South Koreans. I don't feel a thing. Only the media really cares.
UgzZC9fcsZs-q3qqjXt4AaABAg,This man literally goes and investigates the news..
Ugy-EPSLcDgTeDDTe7N4AaABAg,"As a current college student slogging her way through introductory international relations courses, journalism like yours reminds me why I decided to study IR in the first place and why I am intrigued by it."
Ugy-EPSLcDgTeDDTe7N4AaABAg.9h_LgbBcah39hapugzTHsb,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgzAqO50ctYPPPw73yx4AaABAg,"There always has to be broll of some paper, huh? 🙄🙄🙄Sigh....  the videos are worth it though"
Ugz9tASDWH4dcGKourR4AaABAg,Didn’t know this before. 🔥
UgzAMP1-GuUvfFF1wsp4AaABAg,"""...every few years threaten to turn Seoul to ashes..."" -> ""... NK is never a threat to SK but to USA, whilst sneding missiles ofver Japan"". That's quite a leap of asociative reasoning."
Ugxhvn73RcmattSUv1F4AaABAg,What is funny is korea is allowed to be one again as long as it's under usa gild lines north korea has to be like South Korea and then its OK and if not for usa north korea would of tried to take south korea
Ugxhvn73RcmattSUv1F4AaABAg.9h_IQStqfty9haq0c2kd1j,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgzCK0VImw06y_vwoIh4AaABAg,"Great information as usual from Johnny.  Regardless of the history and tragedy that shaped their division, if you think that North Korea is really at war with just the US and you think South Korea would be just fine if only the US extracted itself from South Korea,  it would likely be a disaster for South Korea who dares to be a glaring example of how successful a free society is compared to the communist run country of NK, . . . or China, or Russia.  They all remain allies and would be eager to tear down South Korea's government and blunder its wealth and claim its industries.  South Korea face Taiwan's peril save only the direct, boots-on-the-ground, presence of the US.  Without our protection all these years, the people of SK would not have had the opportunity to prosper, grow and thrive, thinking nothing of their NK military threats . . . they would just be under one harsh communist regime."
UgzTHvNncpLd3BI32FZ4AaABAg,"Sir I really appreciate your efforts that you make to provide us quality content. A prominent journalist Arshad Sharif is  killed in Kenya today. There are rumors that someone from that government of Pakistan is behind his murder. As you are also a journalist, I request you to take a look in this matter. And make a detailed vedio."
UgzTHvNncpLd3BI32FZ4AaABAg.9h_H9pQo1s49haq1fetYDC,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgxX88gZeizUpSNOH3R4AaABAg,"Both north korea, russia and china has war with a us and capitalism rather than any other country they try to invade"
UgxFk8bC3oBTqR7RSZF4AaABAg,The US and it´s military is the bigges threat to global security that ever existed
UgwmmDvlus0xmd9UtWR4AaABAg,This guy is propaganda. From the title to the content. Biased bull shit. America is hated by the world not just North Korea.
UgwmmDvlus0xmd9UtWR4AaABAg.9h_FD3FELb59haq32aN6fA,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgwAxvnP7OgftpH-hEJ4AaABAg,"I’m guessing most South Korean citizens are just trying to get on like everyone else.  And North Korean shenanigans are just a part of life.  And if you think about it, there’s nothing to be done if they want to nuke the south.  Nowhere to go.  And no way to survive.  I know some folks that were stationed in South Korea while in the Army.  And they all LOVED it there."
UgwzMtkuddgAPn3tdDd4AaABAg,They glossed over this war in high school; We knew a lot about Vietnam but the military vowed to keep wars secret form then on. no access for media......
UgwzMtkuddgAPn3tdDd4AaABAg.9h_E-9zzbzr9haq4x90Hyf,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
Ugywo6kLOBJNPRhSGN94AaABAg,Where are the American bomb shelters???? You do realize they are in the basements and gymnasiums of American public schools and rec centers
Ugywo6kLOBJNPRhSGN94AaABAg.9h_DqKcu1Zp9haq6ZAAkUO,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
Ugw9E4mwpqZ9SiwkVCF4AaABAg,"bro, go to North Korea, look the channel Boy Boy."
UgyEgiVRGMZI_jzct694AaABAg,"please do make a video about the KASHMIR,"
UgysKSU6XG4Zh6emmgt4AaABAg,"In my small way, as an immigrant, I often notice how events happening in the country I live in are told and commented differently in my home country compared to local media, and vice versa.
Still, the different perspective on North Korea between the US/Europe and South Korea is crazy! You somehow manage to always make videos that are both informative and entertaining. Looking forward to the next one!"
UgysKSU6XG4Zh6emmgt4AaABAg.9h_CWXcEaBO9haq7dgIEfj,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgyMBQGYzIYuHfUyJG94AaABAg,"Soooo... if i watch this video, it was actually fault of Stalin. He thought Americans shouldn't do anything and say 'You can start the attack to south'.
With the words of Stalin, everything goes wrong.
If Stalin know better the Americans... this war will not happens or will go in very different way, and so the history will look way much different. Maybe even more better. Less hate to USA.
Thanks to mistake of Stalin, USA bombed NK so bad for most part away. 
So, why still hate Americans and not at Stalin due his fault / misunderstood (literally hate USSR)? It's because they're friends. That is why NK leader will not say Stalin 'it's your fault'. Instead of, he just face to USA will say to USA literally 'it's your fault you bombed our land'. Short said: 'Don't interference my fight to South Korea.'
In other words, NK is really stubborn and stays with it, with stupid propaganda and keep going on with dumb moves and will not looking back in history why everything goes so bad?

Yeah, this is really sad NK is really stubborn and don't want learn from mistakes in the past, even with Stalins error.
Great video btw. Well done."
UgzHARCotpLNdvi7Mv14AaABAg,"the fault of united states, again"
Ugwp2SyVEoAI5p-UQqd4AaABAg,"Russia has given us all the bad shit in this world, fuck comunism"
Ugzv-YTzE7rvNxZyZuJ4AaABAg,"Great video but one small correction.  Like the South Koreans, most Americans also don't fear or think much about a threat from North Korea."
UgzJhvT0WuhmZkk_TSd4AaABAg,The wording in this title instantly makes the content worthy for the mediocre.
UgzJhvT0WuhmZkk_TSd4AaABAg.9h_6BZsPxj49haqA7MeSK0,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgwJi3Mdk841HouvJgp4AaABAg,"Fascinating, but if these are original maps and documents, shouldn't he be wearing some kind of cloth gloves when handling."
Ugx9lNccwj7Sdj18Ic14AaABAg,"execellent, the difference between the wall that Germany had torn down and the Wall of the Two Koreas is not much different. Except that how you put it, that North Korea uses the conflict to get at America. Thanks for this video, it has great political thought."
UgwoMwPOgrbOt4-_plp4AaABAg,Intriguing.
UgytVe9373G4JkgXgrZ4AaABAg,"Of course NK is fixated on the three year conflict. It’s one of the founding myths of the country. Problem is NK isn’t told they started the war. They’re taught America invaded. So imagine 70+ years of being taught and thinking your leader held off an aggressive invasion where the US committed wars crimes and you see why they hate us. Yeah, war crimes were committed but that was on both sides. The communists were absolutely brutal bc no war conventions held them back. It’s called the forgotten war bc the West basically pays it no mind compared to NK. It’s a footnote of WWII - which is and isn’t true. My grandfather served in the Korean War so I’ve always known and respected the US veterans and South Koreans. Now it’s obvious who was right and who was wrong but we gave the SK the right to forge their own way. That said, I hate when people compare the Vietnam war to the Korean War. We straight invaded Vietnam whereas we liberated Korea from Japan and were already there when Kim invaded."
UgyhQ0nFu2ELUBEacVB4AaABAg,So basically North Koreans should be mad at their war mongering leader from 1950 for going into an unannounced war and then getting hit with a response.
UgyhQ0nFu2ELUBEacVB4AaABAg.9h_4ebGfzG_9haqByjvQV5,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgznTuUdRKc1WkkjPc54AaABAg,"Time has passed by and only Putin and his succubus want to treat the world the same way USA and Soviets did back then. Putin wants to grab a map and divide Ukraine, Georgia, Kazakhstan, and all the other occupied countries by the Soviet Army. Putin wants to keep treating the world as it was 200 years ago."
UgzCN_VN5n1c6j-9LVF4AaABAg,Dang. DVa in real life has less of an accent than overwatch DVa. i study languages and the starbucks gal has done a fantastic job learning English. Like native level accent. major props.
UgyFl1MbW7E1DWt-HGV4AaABAg,"USSR: the US wouldn't react.
US: * reacts *
NK: * surprised Pikachu *"
UgydToei8BQPBvxCHIF4AaABAg,I have watched all your videos and always show friends your content as your very knowledgeable and your very easy to learn from in my opinion. I am very knowledgeable about random things but I still have learnt so much from your videos so thanks so much for all the work you do
UgydToei8BQPBvxCHIF4AaABAg.9hZza8yDi5d9haqD8CrLYT,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgxUWd3NVqEkScMNUZ54AaABAg,19:21 please marry me.
UgytuKyWlH5bp21pvwR4AaABAg,"13:05 ""The US Air Force targeted basically anything that moved: villages, towns, buildings, factories, and very importantly dams."" 
Great examples of things that move 😂"
Ugyt2eRNCm4le5kjsHt4AaABAg,"As someone that served as a soldier in the US Army I have many friends that have served on this peninsula (I personally did not) I guess I feel much the same about NC as the people of SC. We can't live our lives in fear of things that are unlikely or that we can't control. Is NC going to send a nuke that would destroy Seattle? Is Russia going to use Nukes in the Ukraine? I love watching your videos, our opinions sometimes differ but your research and delivery are powerful and you bring attention to some very interesting subject matters. Thanks America has bomb shelters like this too, one was 100 yards from my house so I checked it out... Seemingly useless (Worthington OH US Post Office)."
Ugyt2eRNCm4le5kjsHt4AaABAg.9hZypScas389haqEL12BQ8,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgyhByDPSbJ8PFggi9V4AaABAg,Where on earth do you get the inspiration?! Every video that you make is interesting. Keep up the good work!✌
UgyA4yNzgX71fFD-qIp4AaABAg,Thank you for reporting on this I never knew this and I’m 32 years old from America
UgzFCKxziXoQIAQqfVl4AaABAg,"Some constructive feedback on the video after only 2.5 minutes. There is a lot of really loud music and sound effects that didn't do much to improve the video in my opinion. Loving the content so far, just tone it down a tiny bit <3"
Ugzpbhg1EOYzloafzIN4AaABAg,Another example of Americans not learning the adage 'don't give people reasons to hate you'
Ugzpbhg1EOYzloafzIN4AaABAg.9hZtVUoUf8G9haqFU2pSAe,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
Ugz7wzJw3_gEyM5TPzp4AaABAg,I will stand in south korea an look at north korea. I know what hard life is because I'm from one of the poorest reservations in South Dakota.
Ugz7wzJw3_gEyM5TPzp4AaABAg.9hZsSAl2DRJ9haqH3J-qUZ,"*Thanks for watching this, send a direct  message to our Telegram channel right away I will love to hear your thoughts on it and for more enlightenment☝️❤️**"
UgzPydR8b0xpCoG1uNp4AaABAg,Thank you for your honest work
